,0,1,2,3,4,6,5,7,8,10,9,13,11,12,14
0,83.89,69.93,79.38,6314.13,4900.0,4909.33,63878232.22,7.33,127756611.71,24101547.46,11312.99,16370.07,122.73,4080428591352876.0,121.45
1,77.93,60.17,80.83,6544.72,3628.98,3637.34,56002902.63,10.35,112006002.47,13230249.33,10594.27,14383.87,128.33,3136325145885564.0,119.12
2,76.6,71.8,75.63,5736.87,5161.96,5171.31,59557564.58,8.55,119115298.04,26742458.64,10926.3,16241.3,128.05,3547103531045384.5,123.39
3,80.76,69.9,81.16,6600.37,4894.67,4904.55,67522640.67,5.84,135045411.61,24054624.1,11628.85,16688.85,124.34,4559307046826306.0,127.42
4,83.07,69.7,80.95,6565.8,4865.09,4872.64,66778859.56,12.32,133557964.59,23742645.99,11567.33,16594.42,140.01,4459416126767284.0,124.68
5,89.69,58.41,91.18,8326.18,3418.62,3432.09,81012306.27,12.6,162024857.76,11779220.33,12740.09,16342.74,149.77,6562993836562404.0,133.94
6,85.0,78.75,86.27,7455.1,6209.43,6219.76,94135587.65,12.4,188271435.84,38685437.27,13728.56,20112.84,148.49,8861508917386156.0,137.61
7,84.95,68.91,86.47,7487.97,4758.52,4763.91,78713261.59,8.92,157426698.46,22694879.15,12557.34,17489.83,134.79,6195777605848050.0,131.79
8,88.08,61.63,82.1,6751.28,3806.81,3815.63,60071493.18,7.04,120143123.9,14559048.37,10969.31,14943.62,120.71,3608584338096170.0,123.3
9,84.97,65.6,88.79,7898.67,4313.31,4319.45,80993622.52,11.39,161987465.36,18657659.36,12738.28,17221.69,135.26,6559966951032713.0,132.74
10,80.8,76.8,89.38,8002.18,5909.93,5917.96,98962134.92,5.54,197924402.4,35022281.68,14078.24,20159.06,129.82,9793504212009100.0,137.68
11,84.14,68.71,87.93,7746.19,4732.32,4741.43,82398302.9,8.16,164796769.0,22481144.46,12847.84,17754.9,136.61,6789480380277219.0,131.78
12,80.11,83.88,84.23,7107.09,7046.0,7053.56,100156724.82,8.05,200313622.52,49752744.03,14164.97,21376.3,135.75,1.0031369576888446e+16,137.91
13,76.83,74.0,82.17,6768.83,5483.78,5492.94,75888845.61,10.18,151777894.02,30172357.02,12330.12,17975.39,139.16,5759116933180858.0,132.17
14,82.96,72.08,70.06,4921.91,5203.38,5211.63,51300336.86,13.78,102600957.25,27161097.96,10139.64,15484.7,139.93,2631724586343787.5,121.45
15,87.58,61.52,86.1,7425.84,3791.74,3803.71,69520396.65,6.53,139040924.51,14468249.88,11800.88,15766.93,123.68,4833085606066967.0,121.45
16,87.61,69.09,70.89,5040.58,4784.93,4794.09,48303057.77,8.92,96606291.82,22983319.43,9842.75,14758.31,117.64,2333185415808789.0,116.35
17,87.84,76.03,71.27,5091.36,5792.35,5800.28,59473321.45,8.58,118946817.17,33643242.16,10918.31,16848.04,128.47,3537075990550994.5,121.21
18,78.66,67.13,83.86,7045.7,4513.98,4524.71,70017949.56,7.92,140036054.45,20473043.39,11842.61,16526.34,127.54,4902513310425305.0,126.18
19,85.98,73.53,80.07,6425.63,5415.64,5423.22,70617890.66,6.33,141235920.93,29411338.58,11890.26,17471.88,121.55,4986886522960919.0,128.86
20,85.98,73.11,83.02,6903.86,5354.79,5361.22,76337139.83,6.35,152674417.69,28742708.28,12370.75,17886.5,126.21,5827358964964320.0,135.09
21,80.41,67.83,69.46,4834.32,4612.61,4617.46,44646808.84,9.47,89293802.96,21320990.0,9460.38,14201.45,118.49,1993337562560217.5,116.86
22,81.45,83.83,90.53,8209.29,7039.99,7045.45,116953872.59,8.1,233907921.49,49638330.09,15304.57,22524.88,139.65,1.3678208381617584e+16,145.56
23,81.18,75.13,78.94,6243.8,5654.71,5662.53,70960776.87,9.31,141921740.6,32064207.59,11920.82,17734.96,132.82,5035431892534587.0,127.27
24,86.71,71.36,90.04,8121.06,5103.57,5110.81,91998077.26,10.3,183996359.78,26120380.43,13574.04,18856.06,139.8,8463646285553004.0,138.1
25,77.84,62.62,82.88,6882.0,3932.84,3935.12,62829208.61,9.38,125658594.19,15485188.65,11224.74,15316.69,135.12,3947509501647822.5,125.26
26,77.61,67.52,76.26,5830.16,4565.31,4574.65,54832895.61,8.25,109665952.74,20927463.15,10480.12,15200.94,126.67,3006646475281162.0,120.53
27,84.9,76.1,79.12,6278.43,5797.33,5807.87,73027625.2,8.8,146055425.95,33731338.84,12099.57,18048.27,133.27,5333034082171049.0,129.34
28,86.04,65.49,75.52,5718.5,4296.69,4304.93,51162831.9,10.57,102325865.96,18532438.73,10127.11,14569.65,127.39,2617635400301632.5,116.95
29,87.93,76.15,84.53,7161.86,5810.8,5816.34,85057583.9,7.26,170115322.95,33829862.04,13055.61,19029.02,131.29,7234792629981955.0,132.46
30,79.53,70.18,85.27,7286.9,4933.0,4943.58,77433364.98,6.47,154866870.9,24439020.37,12453.04,17561.22,128.21,5995926065746565.0,126.49
31,89.3,74.41,71.67,5153.64,5545.94,5555.88,57317452.13,10.78,114635121.51,30867847.55,10716.95,16401.81,128.51,3285290345506740.5,121.96
32,84.77,70.87,81.28,6618.43,5029.61,5040.43,69100630.49,11.74,138201494.74,25405991.93,11766.97,16957.82,132.81,4774897177275488.0,130.09
33,80.62,67.98,88.01,7761.59,4631.1,4638.16,81689328.86,6.33,163378793.32,21512539.16,12795.6,17593.38,129.16,6673146509443941.0,136.83
34,80.88,67.47,68.52,4707.57,4562.73,4568.97,42979708.69,7.34,85959563.11,20875468.3,9279.54,13978.62,117.47,1847255381486482.5,117.27
35,86.73,80.45,80.36,6472.68,6482.84,6487.1,83922800.4,6.2,167845748.75,42082530.89,12961.23,19604.94,133.39,7043036469013094.0,135.22
36,89.97,66.46,91.93,8465.07,4427.81,4432.16,91263023.04,9.21,182526220.38,19644013.88,13520.29,18130.99,136.81,8328939445829426.0,135.36
37,83.35,67.61,84.52,7157.52,4580.63,4591.51,72212270.84,11.73,144424775.02,21081944.41,12029.71,16776.88,139.42,5214612110753355.0,136.13
38,79.04,61.6,87.3,7636.42,3803.18,3811.67,72779138.15,6.54,145558409.12,14528838.88,12075.18,16051.74,124.38,5296803008783693.0,125.87
39,81.86,71.39,75.83,5766.98,5108.5,5113.57,59354835.44,10.1,118709870.11,26148563.67,10907.08,16161.38,127.67,3522996523078579.0,125.64
40,86.16,66.1,72.96,5337.57,4379.87,4388.9,47672857.23,9.23,95345887.81,19262465.31,9772.29,14298.96,119.61,2272701344946667.0,116.88
41,88.97,71.16,91.22,8334.63,5073.64,5081.94,95207809.28,7.73,190415776.16,25826093.1,13810.89,19066.41,133.66,9064527017475706.0,135.96
42,87.43,66.46,75.93,5778.26,4423.29,4429.48,52953837.25,7.61,105907827.03,19620320.71,10300.45,14880.21,119.39,2804108912921245.0,123.5
43,83.42,66.7,99.49,9905.72,4456.73,4465.31,117985709.64,8.68,235971589.63,19938996.35,15368.78,20022.05,147.17,1.39206277779156e+16,140.63
44,79.48,79.19,79.76,6375.43,6280.21,6289.85,80087130.75,7.02,160174416.62,39562198.91,12666.25,19107.06,130.83,6413948552028755.0,127.83
45,93.78,68.44,81.88,6718.87,4694.17,4704.7,67178490.79,9.23,134357161.59,22134248.41,11603.1,16452.93,133.0,4512949669449901.0,129.11
46,79.63,65.18,75.63,5734.34,4256.21,4264.78,50997999.87,7.14,101996143.11,18188315.19,10109.41,14515.73,113.32,2600796023619741.0,115.0
47,86.34,79.51,78.8,6223.49,6332.02,6340.27,78826253.94,6.15,157652655.51,40199032.26,12568.02,19050.64,128.85,6213578349509903.0,137.05
48,85.42,75.74,73.08,5356.01,5742.42,5757.05,61662309.24,5.68,123324750.28,33143580.43,11114.01,17006.9,118.85,3802240409681753.5,123.99
49,86.89,64.16,74.01,5490.5,4125.8,4134.59,47167804.4,5.59,94335730.32,17094873.59,9719.65,13992.5,110.96,2224801802326795.5,118.34
