,0,1,2,3,4,5,6,8,7,9,10,11,12,13,14
0,71.35,3.98,5092.3,5096.97,10192.29,9.47,216.06,14.09,25931557.66,145.05,25931655.02,77794856.56,289.8,672450757953498.5,25932201.22
1,73.31,3.52,5374.86,5381.44,10762.57,12.99,225.05,13.51,28889182.89,145.2,28889288.61,86667715.84,294.38,834591025565395.5,28889852.76
2,71.4,4.98,5097.28,5109.11,10216.49,9.34,223.06,13.82,25982346.7,143.7,25982434.99,77947208.3,285.3,675086954084705.8,25983008.58
3,68.71,3.04,4721.74,4725.17,9452.02,6.51,210.37,7.55,22294805.63,138.82,22294885.26,66884466.02,278.93,497061931186262.6,22295437.76
4,74.67,3.11,5576.2,5582.55,11164.56,11.43,227.52,7.86,31093996.53,153.88,31094092.13,93282039.07,308.68,966842596612200.0,31094674.53
5,63.05,5.27,3973.51,3984.61,7967.65,6.57,194.0,16.21,15788831.44,123.25,15788907.27,47366728.07,251.09,249289608707371.3,15789412.11
6,65.3,4.19,4266.29,4272.93,8544.31,6.71,199.26,14.29,18201272.36,130.82,18201351.56,54604006.48,263.03,331289217029634.6,18201863.95
7,68.15,4.46,4644.9,4653.54,9306.23,10.75,206.88,15.96,21575129.75,140.82,21575219.97,64725622.75,277.81,465490138350353.7,21575740.33
8,70.16,4.03,4921.78,4929.82,9859.43,11.09,217.18,14.52,24223899.58,142.15,24223998.88,72671889.91,287.08,586802146011355.1,24224541.43
9,68.71,5.84,4720.25,4731.22,9460.7,6.3,209.5,18.84,22280791.25,138.45,22280870.19,66842696.24,272.73,496437198804902.06,22281414.24
10,66.07,5.14,4364.99,4375.16,8748.77,10.61,202.86,9.88,19053199.81,136.4,19053267.76,57159665.95,272.87,363027031410754.8,19053802.72
11,70.96,3.36,5034.37,5042.16,10083.5,11.04,223.05,10.22,25344861.8,141.92,25344958.07,76034676.18,279.37,642366925159375.0,25345517.36
12,67.19,5.55,4513.52,4525.53,9049.96,11.18,207.31,14.99,20371916.17,138.7,20371996.31,61115938.86,280.05,415018254244308.06,20372531.48
13,72.22,4.22,5214.99,5224.26,10449.62,12.23,224.15,13.49,27196122.71,145.16,27196221.65,81588529.98,288.0,739634499225461.5,27196783.0
14,65.83,2.92,4331.69,4338.45,8675.74,7.91,200.84,12.52,18763523.99,132.83,18763612.26,56290712.84,269.55,352073163736346.06,18764113.02
15,74.32,6.05,5525.05,5534.99,11069.99,9.88,230.81,13.46,30526205.84,149.78,30526280.02,91578761.46,300.98,931853802448644.4,30526892.74
16,59.01,5.06,3483.14,3493.15,6985.29,12.79,183.53,17.66,12132260.44,119.06,12132353.64,36397072.51,240.19,147194017012952.3,12132810.07
17,68.9,4.42,4745.86,4754.65,9511.03,10.34,215.79,13.42,22523237.32,137.61,22523326.23,67569868.87,272.23,507300247172776.6,22523865.2
18,72.13,5.64,5202.47,5213.0,10425.35,10.85,222.61,16.1,27065752.03,154.59,27065840.0,81197485.29,310.67,732559722343803.5,27066409.94
19,71.02,4.12,5043.35,5052.88,10103.01,12.34,219.59,11.3,25435371.76,145.96,25435466.23,76306225.92,294.56,646962967666063.0,25436021.28
20,65.5,5.2,4293.26,4301.01,8598.47,5.72,200.04,13.33,18432122.72,133.89,18432193.26,55296518.25,274.05,339745766804026.6,18432711.01
21,64.2,4.09,4120.87,4126.64,8252.95,4.71,195.97,14.01,16981560.11,134.42,16981639.55,50944857.93,269.08,288376098747660.2,16982144.44
22,65.87,5.45,4339.95,4350.19,8700.09,11.23,203.72,12.71,18835169.12,139.65,18835243.32,56505639.1,281.93,354766409784799.3,18835771.07
23,66.29,5.17,4393.38,4404.19,8805.98,7.88,203.28,15.88,19301819.42,137.92,19301901.33,57905681.8,278.44,372563414541135.8,19302421.74
24,68.22,3.55,4654.1,4660.46,9319.81,8.18,209.02,16.41,21660715.75,145.45,21660806.89,64982396.18,288.23,469190576643757.8,21661335.17
25,66.55,3.7,4428.83,4435.13,8868.87,9.1,207.45,14.08,19614508.38,138.64,19614604.15,58843715.07,280.2,384732715819131.8,19615129.26
26,60.31,4.5,3639.03,3647.29,7293.62,8.55,184.55,14.59,13242582.66,122.64,13242663.58,39727939.38,246.33,175368151931877.28,13243133.44
27,65.59,3.74,4300.03,4310.81,8620.26,15.16,200.75,13.99,18490274.42,135.78,18490370.66,55471005.95,270.11,341893825826206.2,18490874.58
28,74.61,4.81,5565.25,5576.51,11150.94,9.77,229.63,12.36,30972038.97,150.55,30972129.0,92916246.31,300.66,959272805781774.1,30972719.48
29,68.65,4.64,4711.45,4722.33,9444.53,7.98,211.13,13.95,22197809.01,141.47,22197897.38,66593598.72,280.92,492746670488219.1,22198440.96
30,73.41,3.93,5388.39,5396.03,10790.83,9.23,223.15,9.96,29034723.32,152.11,29034803.33,87104249.65,304.79,843019833244250.5,29035383.31
31,68.89,4.92,4746.43,4753.85,9507.25,9.79,212.43,16.96,22528671.48,141.08,22528769.15,67586275.46,276.44,507545462002061.25,22529299.46
32,70.38,4.72,4952.17,4962.2,9921.2,12.85,216.09,15.33,24524020.16,145.67,24524114.9,73572268.22,291.08,601432236349661.1,24524652.48
33,76.39,4.31,5834.91,5846.59,11690.1,11.78,234.1,11.41,34046246.03,157.6,34046342.38,102138843.38,317.27,1159153463623872.2,34046933.93
34,65.95,4.69,4350.3,4357.0,8713.76,12.13,203.03,10.12,18925118.36,134.58,18925198.05,56775433.88,270.89,358163140148221.0,18925717.85
35,68.74,2.73,4725.87,4728.57,9457.65,9.96,209.5,13.06,22333819.9,143.67,22333913.68,67001620.17,287.94,498803722464417.06,22334435.29
36,62.59,4.71,3916.91,3926.56,7848.47,9.96,193.59,13.05,15342230.55,129.89,15342314.97,46026837.34,256.44,235386643963288.9,15342810.16
37,64.86,3.85,4206.19,4213.15,8426.54,10.83,195.95,11.51,17692089.21,133.29,17692179.52,53076388.03,266.27,313013234070539.0,17692675.34
38,71.2,4.88,5070.63,5080.94,10158.84,10.77,217.46,17.57,25711276.26,145.83,25711372.73,77134114.73,288.92,661074713301824.9,25711920.93
39,70.01,3.77,4901.08,4906.87,9815.16,9.64,215.57,10.3,24020636.24,145.15,24020721.66,72062001.89,289.63,576995092998039.5,24021275.21
40,65.53,4.08,4296.78,4301.98,8603.24,11.38,201.59,12.1,18462385.41,134.61,18462470.19,55387285.61,271.48,340862824103820.3,18462985.1
41,69.74,2.99,4862.75,4869.45,9738.68,10.46,214.71,4.24,23646394.33,143.47,23646478.11,70939192.04,286.6,559155950691689.8,23647032.29
42,66.0,5.22,4356.52,4366.52,8732.88,7.07,202.31,16.84,18979338.91,137.07,18979425.34,56938275.85,272.47,360218605208780.94,18979945.81
43,72.77,4.12,5295.67,5306.52,10613.4,11.38,220.46,11.12,28044130.21,153.1,28044214.31,84132493.13,306.29,786477984325679.9,28044789.78
44,65.57,2.66,4301.1,4305.37,8610.44,6.8,201.58,8.74,18499436.04,134.61,18499511.76,55498375.96,270.61,342231954058402.7,18500034.62
45,65.95,5.33,4352.07,4361.3,8722.16,10.17,202.69,11.78,18940537.77,138.72,18940615.21,56821723.43,282.22,358746923475147.5,18941142.24
46,66.33,5.92,4400.05,4410.74,8821.58,12.03,206.73,14.08,19360474.66,135.79,19360557.45,58081587.29,271.82,374831204242801.25,19361089.73
47,66.1,3.85,4367.89,4377.63,8752.86,9.32,201.87,14.17,19078518.19,137.92,19078601.08,57235734.82,276.44,363993038308157.6,19079117.32
48,62.93,4.86,3960.34,3971.21,7942.0,13.8,195.82,14.8,15684332.61,128.97,15684426.3,47053198.51,257.39,246001244116047.3,15684913.08
49,62.83,5.21,3947.35,3957.69,7915.32,6.92,197.13,13.57,15581642.57,128.69,15581708.91,46745084.98,256.71,242789668159703.28,15582225.68
50,60.82,5.0,3699.72,3710.76,7419.6,10.84,184.96,15.19,13687975.94,125.84,13688056.47,41064131.61,249.53,187362903708766.4,13688521.26
51,64.11,3.41,4111.37,4115.87,8231.29,9.66,198.63,7.96,16903357.51,129.94,16903442.15,50710120.98,261.73,285726373511060.4,16903946.33
52,72.71,4.71,5286.92,5295.04,10587.89,9.79,222.92,12.13,27951547.53,151.92,27951637.5,83854770.72,304.47,781294066823188.4,27952207.54
53,66.54,4.83,4428.32,4434.93,8868.02,8.34,206.98,15.71,19610014.72,136.94,19610096.53,58830265.06,270.42,384555905466022.75,19610630.67
54,65.31,2.41,4266.43,4274.3,8547.59,6.89,202.48,7.3,18202416.53,135.32,18202496.23,54607294.06,270.32,331330887135088.25,18203014.67
55,65.71,3.99,4317.6,4326.66,8652.7,11.44,198.86,14.0,18641654.41,134.02,18641746.89,55925146.51,269.42,347514745655905.3,18642246.23
56,66.14,3.57,4375.6,4381.73,8762.83,9.25,203.15,11.73,19145883.28,133.25,19145972.32,57437777.86,260.53,366568275365285.2,19146487.21
57,63.62,6.11,4046.18,4060.95,8120.96,7.8,197.29,18.98,16371655.75,131.16,16371724.74,49115292.77,261.72,268033387356669.03,16372239.54
58,63.69,4.29,4056.21,4065.78,8130.96,8.22,197.11,14.76,16452866.84,125.58,16452952.07,49358800.72,254.61,270699648492915.12,16453448.45
59,75.4,3.97,5684.7,5691.5,11381.12,9.21,233.15,6.9,32315840.46,156.86,32315924.28,96947553.91,310.13,1044318994551015.2,32316532.07
60,69.48,6.64,4826.66,4840.72,9683.13,12.72,213.59,19.79,23296670.32,147.57,23296754.61,69890353.58,299.9,542738798943154.8,23297303.92
61,64.81,3.56,4199.43,4206.81,8412.13,7.49,198.77,11.0,17635198.16,128.43,17635282.88,52905702.18,258.27,311003220094483.0,17635788.57
62,61.6,3.07,3792.92,3802.01,7604.34,7.74,191.43,12.42,14386266.71,125.34,14386352.95,43158948.37,251.13,206967165757857.8,14386828.72
63,70.96,4.16,5036.43,5041.95,10081.93,10.11,219.98,8.44,25365702.23,144.65,25365785.63,76097159.33,288.49,643423105989846.4,25366349.36
64,67.41,2.96,4543.64,4550.1,9100.52,8.02,204.54,12.75,20644701.95,138.87,20644793.84,61934265.37,279.64,426207533228952.8,20645313.23
65,64.71,3.72,4187.61,4193.81,8386.88,10.45,202.3,10.88,17536117.48,132.95,17536205.74,52608457.76,265.53,307518529215152.56,17536712.66
66,70.33,6.03,4948.34,4956.35,9912.19,9.63,218.01,11.78,24486157.59,141.47,24486223.79,73458576.2,284.97,599575180098110.8,24486803.47
67,63.71,3.59,4059.59,4066.97,8131.2,10.08,199.13,9.43,16480296.13,133.52,16480373.23,49440958.42,265.6,271602718498549.03,16480871.76
68,72.82,4.94,5302.09,5315.63,10631.21,12.48,227.39,16.33,28112173.12,151.51,28112271.19,84336759.97,303.53,790299819660433.8,28112841.16
69,69.49,2.75,4827.66,4834.11,9664.52,6.21,211.05,12.77,23306337.03,143.23,23306421.17,69919164.11,287.29,543189291153791.06,23306961.51
70,72.2,3.69,5213.96,5217.96,10435.35,10.85,220.22,4.41,27185396.92,149.84,27185483.24,81556198.81,300.11,739050526369732.4,27186051.8
71,65.4,4.03,4277.38,4287.06,8574.18,7.85,201.72,10.53,18295987.38,129.69,18296067.37,54888058.95,257.15,334746099593961.94,18296587.71
72,67.55,4.25,4563.25,4572.13,9143.11,9.8,207.89,17.36,20823271.03,140.8,20823365.05,62470092.79,281.95,433612552713829.06,20823892.56
73,68.25,2.48,4657.56,4660.84,9324.16,12.4,213.48,10.08,21692913.04,142.42,21693007.58,65078827.44,287.61,470586599735191.06,21693541.58
74,62.14,4.69,3860.29,3871.19,7742.56,6.41,192.54,17.05,14901860.84,122.75,14901944.82,44705848.38,245.4,222067974420242.8,14902431.67
75,60.71,5.39,3686.28,3695.39,7391.38,9.24,187.84,18.62,13588665.91,121.57,13588746.21,40766316.62,240.39,184654037184591.53,13589220.81
76,63.01,4.11,3971.51,3979.73,7956.54,9.04,191.23,12.12,15772941.46,130.94,15773020.01,47318954.09,265.75,248788175957814.47,15773511.64
77,70.82,3.71,5015.45,5024.68,10046.14,11.38,218.05,8.49,25154793.36,147.2,25154892.2,75464437.64,290.38,632768626603522.9,25155439.38
