,0,1,2,3,4,6,5,7,9,8,10
0,97.55,46.88,203.16,2208.11,0.57,3.38,0.35,10.71,18.53,126.27,306.57
1,101.77,51.99,208.86,2713.0,1.02,4.85,0.58,11.81,20.92,149.65,355.61
2,100.09,63.49,204.6,4041.22,0.6,3.61,2.61,9.12,22.54,90.91,250.33
3,107.07,64.79,219.77,4206.6,1.05,4.99,0.55,10.39,18.94,119.7,308.74
4,104.46,54.36,214.92,2965.69,-1.94,3.38,1.32,7.58,16.19,68.62,194.44
5,95.93,53.52,196.55,2873.38,-1.66,3.44,-0.75,8.8,8.17,89.13,236.09
6,98.77,63.68,203.07,4062.94,1.88,1.86,-1.38,4.77,16.71,36.01,141.06
7,102.93,44.7,212.34,2007.46,1.82,3.16,-1.26,7.77,19.97,72.02,194.75
8,91.38,51.01,190.53,2613.25,0.93,3.54,1.12,7.17,17.64,64.98,184.38
9,96.13,54.1,198.76,2938.4,-0.92,4.94,0.74,9.9,14.13,108.73,276.98
10,93.61,49.51,191.98,2459.03,-1.23,3.15,-0.84,4.7,11.28,34.97,123.31
11,100.86,59.43,209.68,3542.01,1.59,2.39,0.88,5.8,19.34,45.45,157.02
12,93.67,50.41,194.34,2552.16,2.2,3.91,0.01,7.96,16.49,73.79,199.5
13,100.72,48.43,208.22,2356.95,-1.16,2.82,-0.1,4.67,18.15,35.83,124.32
14,99.6,39.25,203.74,1550.08,2.61,4.75,0.41,7.11,18.47,60.32,163.67
15,96.12,52.82,199.02,2798.8,0.15,3.85,-1.52,8.36,12.48,81.7,223.12
16,97.17,50.42,201.31,2554.69,-0.46,4.68,-2.26,14.14,9.8,208.21,466.79
17,100.86,54.84,210.25,3018.36,-0.91,3.03,-0.18,1.38,13.02,15.11,92.6
18,97.42,51.33,201.81,2642.7,0.35,4.12,-1.39,9.96,12.54,111.0,278.71
19,97.62,57.93,204.03,3366.26,-0.22,3.84,-0.56,4.76,16.33,32.64,127.42
20,93.04,52.07,193.27,2720.49,1.06,5.45,0.28,11.49,18.26,140.36,334.74
21,97.61,53.38,200.52,2860.61,0.39,2.97,0.31,6.22,15.32,50.15,159.0
22,96.09,53.85,199.18,2910.84,0.38,3.65,-0.5,7.33,11.57,59.8,179.4
23,100.68,49.28,208.2,2438.63,-0.49,2.54,0.6,5.52,14.62,42.92,142.6
24,90.81,52.94,190.16,2812.96,0.64,4.49,1.65,10.47,18.91,118.7,292.1
25,90.21,52.87,186.14,2804.42,-0.18,5.51,0.28,10.46,13.28,119.08,296.98
26,98.34,52.33,207.71,2748.86,2.52,4.53,-1.49,10.82,16.91,126.59,309.01
27,89.36,59.62,183.82,3563.21,0.02,4.01,1.23,8.05,17.13,75.83,215.23
28,96.88,50.11,200.3,2521.1,-0.33,2.12,0.13,7.96,11.58,80.6,218.41
29,97.62,53.6,200.42,2885.3,-0.08,3.66,1.04,9.78,18.75,107.76,274.02
30,93.77,55.0,194.66,3033.57,0.13,3.43,1.96,5.09,21.28,37.04,133.5
31,97.83,67.69,202.84,4589.88,-2.13,5.58,-1.09,9.23,11.33,96.81,266.94
32,94.52,67.3,196.42,4538.2,-2.67,3.21,-1.11,6.93,7.59,57.13,187.22
33,97.86,58.42,201.72,3422.51,0.52,2.83,-0.47,7.57,16.71,65.32,193.43
34,100.73,63.8,208.43,4083.12,0.64,5.24,0.6,12.17,21.54,155.78,377.65
35,94.33,54.8,195.27,3014.15,-0.48,3.43,-0.94,10.85,12.44,125.13,309.76
36,97.92,46.59,204.12,2178.79,1.13,3.91,-1.16,7.91,17.8,75.94,203.27
37,91.2,60.17,190.31,3627.99,0.07,5.3,0.23,10.39,12.99,120.74,308.9
38,96.36,49.31,199.75,2443.53,-0.45,3.28,2.66,4.94,17.04,32.83,122.59
39,95.91,45.31,202.09,2061.87,-0.11,2.43,-1.47,7.88,11.1,74.61,202.0
40,99.32,59.82,206.35,3587.0,0.95,3.55,1.64,6.79,17.72,59.84,188.38
41,91.39,47.6,189.36,2275.92,1.9,4.04,-0.75,7.32,15.93,64.98,183.71
42,97.32,64.87,203.14,4217.42,0.53,2.95,0.55,4.97,16.08,37.86,145.18
43,102.1,52.16,207.26,2729.8,2.06,3.61,-1.41,11.82,17.74,150.35,357.39
44,97.58,58.18,204.29,3395.05,1.43,4.38,0.23,11.59,17.92,144.97,355.51
45,96.19,52.34,200.38,2749.34,1.29,3.43,-2.24,8.45,12.36,83.74,228.73
46,92.12,52.07,191.75,2720.63,1.14,5.11,0.56,5.98,20.16,44.94,147.65
47,98.15,51.1,203.06,2618.47,2.05,5.55,1.02,10.39,19.72,117.03,287.0
48,100.42,59.6,206.34,3561.56,0.63,5.73,-1.61,8.53,12.77,79.08,224.47
49,100.73,48.58,207.16,2369.86,-0.89,5.9,0.23,8.88,12.89,88.2,229.79
50,98.26,55.31,205.96,3068.05,-0.84,3.27,-0.71,3.22,14.28,24.53,110.0
51,93.25,63.62,195.65,4059.51,1.19,3.83,2.64,10.33,25.6,119.96,308.36
52,90.22,52.76,188.12,2791.03,2.98,4.42,0.87,10.43,23.23,116.91,290.99
53,93.78,37.69,194.68,1430.72,1.94,4.31,-0.61,9.15,18.85,94.56,231.68
54,96.35,56.86,199.21,3243.24,-1.02,5.75,-1.42,8.36,6.8,80.15,222.58
55,88.35,62.18,185.58,3874.82,-0.38,4.33,1.52,6.33,21.41,52.57,171.7
56,94.25,58.58,198.9,3442.27,1.34,4.09,1.31,6.82,20.06,62.08,186.94
57,96.54,50.31,197.32,2539.33,0.19,1.02,1.26,4.78,17.95,32.66,120.31
58,95.24,54.32,197.59,2960.41,-3.15,3.44,1.93,2.09,12.36,12.26,85.81
59,100.78,54.77,207.4,3010.12,-1.25,5.1,2.32,8.85,19.24,87.56,235.19
60,94.57,52.65,199.47,2785.0,1.06,4.95,0.24,12.28,16.84,163.42,383.13
61,97.29,64.18,200.86,4130.27,0.14,3.71,1.07,9.24,17.02,94.25,256.08
62,100.22,53.23,207.9,2843.58,0.68,5.15,0.69,12.14,19.84,159.34,376.26
63,92.04,53.76,191.11,2899.76,-0.02,3.52,-0.35,4.37,14.01,30.89,120.95
64,96.65,58.96,199.37,3483.89,1.01,4.0,-1.51,9.49,10.88,101.27,264.76
65,104.92,56.19,217.99,3166.53,-0.1,4.83,0.27,9.04,14.28,94.81,250.87
66,95.42,57.98,199.49,3370.21,1.68,4.03,-1.73,11.34,10.94,139.08,340.85
67,99.62,65.34,205.79,4277.78,0.12,3.92,-1.14,8.29,14.31,79.23,228.93
68,94.27,70.95,197.51,5043.86,2.05,5.43,-0.13,10.08,20.39,110.14,296.16
69,96.61,63.97,197.64,4101.08,-0.54,2.71,-1.52,5.04,10.86,39.45,148.9
70,92.77,58.17,192.39,3393.0,-0.58,3.79,1.3,11.94,18.69,151.62,360.32
71,96.8,68.47,200.98,4698.89,-0.51,4.14,0.18,8.3,14.98,83.63,241.37
72,100.11,46.27,207.76,2151.62,0.39,2.61,-2.27,9.04,13.6,93.85,238.71
73,99.43,58.78,207.71,3465.01,1.2,4.16,-0.43,11.95,19.78,148.55,362.27
