,0,1,3,4,2,5,6,7,8,9,10
0,87.06,85.46,59.79,5.38,172.17,4.06,25.5,29815.2,234.3,60149.04,839.25
1,94.68,63.03,54.62,4.86,127.21,4.5,24.32,16310.46,189.67,33000.1,737.91
2,89.58,74.93,68.58,3.79,148.13,3.92,23.6,22095.46,206.87,44642.75,717.97
3,103.97,77.29,60.39,5.52,154.13,2.91,30.3,23910.22,230.19,48284.77,1089.98
4,84.41,77.91,65.07,3.36,155.22,4.47,21.76,24251.35,209.96,48969.05,643.4
5,93.82,68.06,60.02,3.5,136.59,2.87,25.35,18794.81,202.59,37998.78,797.76
6,85.89,70.01,68.06,4.41,139.68,5.77,27.12,19652.23,203.55,39725.89,890.53
7,106.76,62.06,64.78,3.05,124.49,5.52,26.13,15624.03,189.28,31621.83,818.14
8,81.05,69.97,62.55,3.81,140.91,4.11,23.6,19996.26,200.27,40412.33,711.07
9,94.97,69.05,76.97,4.09,137.79,5.61,23.92,19122.9,200.44,38657.44,725.05
10,108.11,61.63,61.55,6.64,123.68,8.36,26.81,15421.2,191.65,31213.4,856.24
11,95.47,75.86,57.14,4.12,150.85,6.58,26.6,22910.06,218.13,46271.82,873.82
12,95.4,61.61,54.92,5.62,123.38,4.62,23.18,15348.18,180.75,31066.02,680.1
13,105.07,71.04,68.15,4.98,141.46,6.74,28.01,20152.38,210.66,40732.05,942.35
14,106.0,66.65,72.06,5.58,134.09,7.32,26.74,18115.67,200.28,36630.09,863.97
15,97.07,55.77,58.71,5.73,110.23,2.87,25.41,12260.45,174.72,24856.1,772.53
16,94.83,76.65,76.87,4.08,151.74,7.68,27.58,23179.42,221.13,46815.34,926.94
17,101.09,64.78,57.38,4.5,128.24,6.71,20.86,16576.48,185.5,33541.04,576.63
18,92.23,72.04,57.78,5.2,142.17,4.25,26.42,20357.39,207.68,41146.15,855.84
19,93.25,70.44,59.97,6.08,139.92,4.39,25.29,19722.57,205.13,39864.33,795.48
20,90.19,64.33,58.46,4.32,129.86,4.4,24.0,16994.4,189.45,34378.07,721.76
21,101.28,66.16,64.29,5.22,132.7,6.9,27.1,17741.99,196.29,35880.8,880.3
22,93.86,82.12,58.73,5.14,164.78,5.71,23.93,27321.53,226.64,55135.18,749.7
23,100.31,67.58,65.45,6.48,135.91,6.95,27.19,18610.98,205.17,37628.8,889.47
24,99.04,67.22,58.66,3.54,135.22,5.67,24.63,18419.77,197.83,37242.0,755.52
25,91.36,77.29,64.55,4.14,154.77,6.78,26.35,24108.44,220.98,48680.34,866.51
26,87.82,68.1,45.84,3.76,136.39,4.98,23.48,18743.03,193.05,37895.91,702.58
27,92.59,54.07,60.41,5.06,108.58,6.34,23.75,11898.46,167.44,24119.86,684.25
28,91.18,61.28,66.21,4.73,122.97,5.18,26.61,15245.81,187.55,30859.66,844.66
29,85.9,81.52,70.81,7.02,160.65,8.07,27.52,25977.19,227.87,52438.44,930.88
30,97.39,72.05,62.34,5.63,144.2,7.8,25.86,20943.73,209.54,42319.11,830.34
31,95.1,72.37,66.99,4.16,144.14,4.95,25.85,20920.64,209.27,42275.09,827.19
32,81.99,62.74,62.82,3.68,125.78,6.07,24.94,15946.11,189.03,32272.84,759.58
33,93.74,69.03,68.76,4.51,137.09,7.34,27.27,18933.64,203.75,38277.53,894.04
34,99.55,72.3,57.69,3.85,144.84,8.48,27.36,21126.13,211.29,42688.22,913.77
35,99.98,76.72,60.96,2.21,152.6,6.5,29.41,23442.24,225.99,47343.29,1028.04
36,95.29,55.36,59.03,4.62,109.4,5.18,27.08,12080.32,174.0,24488.13,850.67
37,89.01,70.02,59.55,3.98,138.52,5.72,25.18,19331.28,197.13,39079.91,790.65
38,106.29,70.03,55.54,4.55,140.14,6.28,23.82,19780.08,199.62,39982.64,722.31
39,97.18,69.01,59.48,2.54,137.49,2.5,23.32,19043.08,199.56,38499.18,696.32
40,94.28,59.93,71.41,3.75,121.31,7.15,28.45,14837.84,190.24,30037.13,944.85
41,88.86,73.68,58.18,2.57,149.17,2.92,25.55,22402.04,215.92,45249.38,819.79
42,92.01,60.29,72.83,4.73,119.74,4.08,23.97,14459.54,178.83,29280.07,708.98
43,106.63,54.8,62.78,4.91,109.13,6.19,25.51,12019.0,174.77,24367.75,775.55
44,97.58,55.18,62.62,4.64,109.63,6.35,23.77,12131.32,170.21,24594.14,688.25
45,100.15,54.83,69.73,6.08,109.35,5.62,29.2,12068.53,178.22,24467.76,977.31
46,95.41,77.39,55.37,5.32,153.81,5.48,24.21,23814.28,217.58,48092.25,752.92
47,91.78,78.03,65.5,2.8,156.74,8.12,29.3,24725.14,230.31,49916.54,1034.27
48,98.4,66.67,75.77,4.64,133.62,7.23,25.78,17986.19,197.28,36374.98,815.45
49,102.69,79.67,58.03,4.25,160.71,7.76,29.29,25988.77,235.79,52457.53,1031.23
50,95.05,68.41,61.19,4.52,139.03,5.12,27.04,19466.59,207.63,39346.15,887.6
51,94.33,65.43,66.52,3.74,130.65,6.94,26.58,17204.89,195.62,34800.91,850.7
52,97.13,79.15,60.01,4.66,158.8,3.05,27.56,25377.53,226.59,51232.17,936.55
53,95.07,66.25,63.21,4.25,132.9,7.05,25.44,17795.83,199.67,35991.15,794.37
54,110.2,68.59,53.83,5.26,136.49,5.64,27.2,18767.35,207.62,37943.38,887.96
55,102.69,47.09,72.01,2.89,93.24,5.94,24.51,8793.04,153.19,17866.75,710.24
56,98.77,59.57,66.82,4.81,118.64,5.6,24.8,14193.32,179.23,28743.31,752.85
57,99.21,90.06,70.52,4.37,179.42,6.57,30.09,32374.29,248.74,65286.77,1097.18
58,96.78,63.08,62.3,4.06,126.04,7.66,28.4,16009.29,192.48,32395.21,945.99
59,91.38,52.98,54.68,3.04,106.13,6.52,24.89,11372.94,168.81,23064.32,740.98
60,93.92,60.01,71.22,4.3,121.13,2.98,24.22,14792.51,183.52,29946.65,720.72
61,99.03,91.56,64.34,4.64,184.93,3.94,29.91,34387.42,262.91,69328.87,1093.18
62,92.69,89.2,55.75,5.5,179.22,5.33,26.28,32297.32,244.41,65129.37,890.5
63,103.04,60.02,60.63,5.33,120.66,4.4,22.77,14683.21,174.59,29726.36,658.25
