,0,1,2,4,3,5,6
0,61.5,90.82,123.92,-2.43,12.1,3.24,5.8
1,63.68,67.97,128.2,-0.05,12.31,5.21,0.02
2,60.74,75.53,122.4,0.31,8.93,4.61,0.95
3,61.93,77.3,122.0,-0.74,9.7,3.49,0.45
4,62.26,84.64,125.03,0.37,10.51,4.76,-1.02
5,60.64,79.47,120.66,0.07,9.3,3.64,1.24
6,59.81,65.48,118.12,-0.47,9.35,3.53,-0.57
7,61.46,71.17,121.18,0.08,11.91,5.91,1.28
8,63.05,68.61,125.96,1.69,11.12,6.42,3.27
9,61.94,88.63,123.84,1.79,11.25,3.18,5.0
10,60.86,73.04,122.88,-1.67,12.19,5.01,0.57
11,62.52,81.8,124.0,0.6,8.71,4.84,0.64
12,62.26,74.76,123.56,0.32,8.62,5.57,-0.81
13,63.87,65.47,127.17,-1.17,13.43,4.17,0.73
14,64.77,73.5,130.36,0.07,14.28,5.05,0.86
15,63.82,69.89,128.63,-0.15,10.8,6.01,-1.34
16,60.41,78.4,120.39,-2.62,11.6,6.13,5.38
17,62.59,65.61,124.99,0.09,11.83,5.06,-2.35
18,63.19,69.0,126.47,2.27,12.44,4.12,5.03
19,60.11,78.84,119.61,-1.56,13.08,3.47,1.14
20,62.05,72.14,124.78,-1.21,10.78,5.43,2.79
21,64.11,68.65,127.54,0.49,13.31,5.42,1.41
22,60.74,85.53,122.98,-0.17,10.97,3.72,-0.85
23,61.36,76.18,122.04,1.47,8.17,5.65,4.32
24,61.75,72.83,124.38,-1.68,11.33,4.46,1.19
25,60.54,95.0,121.98,0.45,13.42,3.86,-0.26
26,61.7,89.02,123.22,0.73,11.01,4.65,-0.44
27,62.87,81.57,124.9,2.71,12.78,3.92,9.24
28,61.42,75.77,123.01,1.01,10.09,4.69,-0.27
29,61.13,73.1,122.03,-1.08,10.51,3.03,1.23
30,62.91,71.35,126.92,-1.1,12.56,6.12,0.56
31,62.67,73.26,125.93,-0.05,11.14,5.63,-2.06
32,63.96,57.7,127.79,0.86,10.64,4.47,3.04
33,61.3,87.73,123.83,1.01,11.76,3.84,0.34
34,64.32,73.71,129.04,-1.55,13.58,5.21,3.96
35,61.61,73.3,125.04,-1.36,12.04,4.66,5.04
36,61.13,77.46,122.03,0.98,10.4,5.47,1.32
37,61.59,82.49,122.01,-1.31,7.71,3.68,3.12
38,61.88,101.44,123.66,0.5,12.01,4.81,0.04
39,62.9,77.59,126.53,-1.78,11.17,6.04,2.71
40,61.69,72.48,121.94,-1.0,10.46,4.44,0.06
41,60.84,73.11,121.9,-0.55,8.38,5.19,-0.05
42,62.42,77.17,122.83,-1.69,10.25,4.98,1.83
43,62.96,75.12,125.37,0.73,11.72,3.68,2.17
44,61.4,84.27,123.04,-2.12,10.19,5.54,3.98
45,62.56,67.87,125.95,-3.1,11.74,3.25,10.07
46,61.64,83.95,123.15,-2.63,9.25,4.56,7.92
47,62.93,51.05,125.93,0.4,10.63,5.82,-1.03
48,62.15,72.15,125.47,-0.73,10.53,5.17,0.72
49,63.9,87.37,129.26,1.66,11.96,5.07,2.64
50,62.21,70.96,124.05,-0.3,11.27,6.58,0.54
51,61.92,98.32,122.47,-2.33,8.29,4.28,4.56
52,60.55,81.48,120.48,-0.97,8.81,4.82,2.76
53,63.0,78.35,127.8,0.66,11.88,5.13,-1.36
54,62.17,91.97,125.37,0.7,12.1,6.1,-1.1
55,60.44,70.94,121.89,1.34,8.3,4.6,3.96
56,63.5,79.09,127.76,-1.63,12.02,2.76,0.36
57,61.59,85.33,125.18,-0.81,8.38,6.03,0.67
58,62.4,90.71,123.3,-0.86,11.25,6.32,-0.25
59,63.3,69.43,126.37,0.15,12.71,3.85,-0.11
60,62.64,86.63,125.96,0.66,11.86,5.01,1.52
61,61.58,80.65,121.5,-0.58,8.81,6.17,2.61
62,62.76,72.68,127.09,-1.06,12.37,5.47,0.54
63,60.53,78.97,121.23,-1.0,10.46,5.08,-0.64
64,63.72,55.67,129.8,0.33,14.62,4.32,0.29
65,62.79,95.2,124.82,0.95,6.91,3.7,1.59
66,62.29,65.41,125.28,-1.64,8.41,3.53,2.88
67,63.91,88.32,127.97,-0.6,12.11,4.08,0.19
68,63.15,102.57,126.6,-0.52,14.4,2.83,-1.66
69,60.16,75.22,119.48,0.07,9.67,4.27,4.75
70,62.14,59.79,122.78,0.83,10.66,4.6,0.98
71,60.69,81.2,120.47,3.07,8.57,5.26,8.85
72,61.72,83.76,124.26,2.03,10.44,4.82,6.67
73,61.38,71.45,122.67,-0.6,9.12,5.6,1.74
74,61.82,91.63,125.48,-1.27,12.12,4.51,-0.32
75,60.86,78.43,121.07,-0.94,8.47,3.44,-4.25
76,60.56,60.89,122.02,-1.1,10.95,5.85,3.4
77,61.48,84.62,120.89,-2.1,10.26,3.94,1.15
78,62.54,78.15,124.33,-1.1,9.9,4.04,-0.11
79,61.48,82.57,123.32,-0.03,10.83,6.07,0.01
80,60.65,82.89,120.07,1.29,10.89,4.77,4.15
81,61.19,74.11,122.14,0.27,8.98,3.06,-0.75
82,62.53,85.69,125.29,-0.64,12.87,5.47,0.71
83,60.74,64.08,120.45,-0.62,9.08,5.34,1.79
84,61.26,82.34,121.75,1.12,9.78,5.02,4.15
85,61.6,73.36,121.96,-0.95,8.99,5.38,1.33
86,63.43,66.23,128.74,-1.24,13.33,3.35,-0.0
87,61.85,74.01,123.58,0.6,10.65,5.68,0.01
88,62.39,81.38,124.68,1.64,8.38,4.43,7.61
89,62.77,99.49,126.54,1.64,12.21,4.72,1.31
90,61.41,68.64,122.23,2.49,9.88,5.95,6.59
91,63.18,91.73,126.02,-0.46,10.53,6.12,-3.51
92,62.74,75.62,125.61,0.02,11.61,4.09,1.56
93,62.68,76.65,124.62,-0.05,10.3,3.56,1.91
94,63.65,70.53,126.91,0.09,14.03,2.3,0.03
95,61.75,75.03,123.33,0.85,10.51,3.92,-0.63
96,61.57,75.26,122.95,-0.1,10.82,3.46,1.96
97,64.24,82.85,130.79,0.52,10.77,1.91,0.36
98,62.26,89.59,123.51,1.08,10.46,6.45,0.52
99,63.49,74.02,126.04,-2.3,12.18,4.51,4.42
100,60.87,87.16,121.54,0.64,11.18,4.61,1.96
101,61.2,66.37,121.54,-1.96,8.78,5.42,1.46
102,60.25,60.44,120.82,-0.47,11.32,3.88,-0.33
103,62.6,85.47,126.42,0.31,12.78,3.6,-1.57
104,63.89,77.32,125.94,1.62,10.92,4.87,2.25
105,62.3,73.67,124.51,-0.53,8.8,6.47,-1.26
106,62.46,94.29,123.59,1.9,11.46,6.35,7.0
107,63.05,76.44,126.84,1.34,12.99,4.99,1.88
108,62.37,77.98,125.34,-0.64,9.94,5.21,-1.36
109,61.68,92.67,124.03,-0.85,8.8,5.4,-1.32
110,63.82,72.26,128.34,-2.28,12.75,4.44,4.93
111,62.79,79.87,125.27,0.54,9.36,4.33,3.59
112,60.97,78.23,121.16,-1.38,10.98,4.78,1.94
113,61.87,78.38,123.3,-0.07,11.16,3.87,-0.93
114,61.63,80.09,123.55,0.36,8.74,6.38,2.54
115,62.88,64.55,125.39,-1.05,11.12,5.78,1.05
116,61.12,78.67,121.76,-1.52,10.42,3.82,2.39
117,62.08,90.24,124.37,-1.67,8.73,2.61,1.32
118,63.03,90.18,125.4,1.13,12.13,5.19,1.62
119,63.96,68.93,129.38,0.93,12.06,4.82,2.51
120,63.31,72.45,126.47,-0.26,9.46,4.2,-1.69
121,63.7,82.25,127.24,0.89,9.66,4.38,1.75
122,63.25,92.88,126.71,-0.72,11.56,5.65,0.68
123,62.01,68.51,122.84,2.11,10.07,4.97,5.19
124,60.97,61.13,123.7,-0.01,10.49,3.28,1.14
125,62.12,66.78,125.36,-0.22,8.98,5.33,-1.78
126,63.1,81.54,126.69,1.24,14.07,5.01,1.69
127,61.66,75.65,123.7,2.0,11.67,3.37,4.85
128,63.02,65.85,124.95,-1.79,13.38,4.83,3.96
129,61.87,90.38,123.31,-1.78,10.75,4.9,1.81
130,61.47,76.33,121.52,1.43,11.29,5.87,4.18
131,60.65,59.33,120.44,-0.18,9.32,4.01,0.43
132,63.18,76.5,126.99,0.47,11.41,4.49,-1.9
133,62.43,67.58,125.36,-0.41,11.16,4.46,-0.39
134,62.79,66.54,124.5,-0.61,9.37,4.47,1.29
135,60.11,87.24,119.24,0.33,11.23,4.21,1.35
136,61.4,82.82,125.34,0.38,9.97,5.33,1.05
137,61.58,79.51,124.31,-0.88,9.12,3.24,-0.25
138,61.4,71.3,121.46,-0.35,9.9,5.69,0.26
139,61.09,65.47,120.95,-1.84,8.75,4.47,2.85
140,63.03,77.21,126.1,-1.04,11.53,6.08,-0.56
141,63.28,85.12,125.68,1.05,9.68,3.14,-0.83
142,59.74,74.16,119.35,-0.28,7.47,5.37,1.66
143,62.4,63.02,123.5,-0.28,11.36,4.18,2.79
144,60.62,79.65,120.76,-0.21,8.0,6.53,-2.97
145,63.17,85.51,126.95,-2.6,10.53,3.91,5.94
146,61.17,55.53,121.99,0.14,10.91,5.45,-2.18
147,61.78,91.87,124.77,-2.05,10.04,4.2,1.03
148,61.28,80.01,122.2,0.57,10.68,4.36,1.67
149,61.98,70.23,124.44,0.4,9.91,5.1,1.01
150,61.84,57.55,124.66,0.26,9.48,5.73,1.29
151,62.19,81.11,123.21,1.08,10.56,4.53,0.88
152,62.73,66.42,126.17,-0.11,13.94,3.79,-1.66
153,60.68,101.81,121.96,0.8,12.54,5.32,-0.07
154,61.24,81.13,124.01,-1.12,8.87,4.05,3.43
155,61.83,76.95,123.47,0.34,10.28,4.35,0.14
156,61.4,84.84,123.18,-2.47,10.6,4.6,3.44
157,61.9,63.86,124.01,1.0,10.43,5.03,1.87
158,63.29,83.04,127.57,-1.87,11.41,4.09,3.74
159,60.89,87.46,120.69,-2.18,13.16,4.95,6.08
160,61.53,64.53,123.26,-1.45,11.95,6.06,0.46
161,62.65,69.15,124.62,0.4,12.51,4.84,2.56
162,61.35,74.74,123.21,-0.55,9.9,4.21,-0.3
163,61.2,82.51,121.04,3.13,8.13,4.11,10.07
164,62.54,76.59,124.21,0.39,8.6,5.02,-0.03
165,60.72,83.75,120.34,0.46,8.99,5.12,-2.25
166,61.6,103.76,124.53,-2.66,9.32,4.8,4.31
167,61.18,66.32,121.96,0.32,9.16,7.19,-1.75
168,62.15,86.77,124.85,0.16,11.67,5.48,-2.75
169,62.49,81.28,125.79,1.5,10.93,3.99,1.93
170,62.29,84.51,124.73,-1.28,10.84,4.32,2.2
171,63.04,84.56,126.93,-0.63,11.53,4.92,-1.49
172,62.53,75.48,126.29,0.72,10.15,5.13,1.07
173,61.76,76.99,124.67,0.11,9.78,4.53,-0.89
174,64.05,66.37,128.38,-0.95,11.41,5.63,-1.61
175,62.74,87.15,123.92,1.3,10.83,4.35,4.25
176,62.53,65.61,124.53,-0.14,10.47,4.89,-2.96
177,61.53,72.09,123.61,-1.78,8.88,6.63,3.1
178,62.26,74.44,123.24,-0.14,10.9,4.52,-0.6
179,61.53,84.73,125.13,-0.67,10.77,6.26,-1.46
180,62.22,80.75,124.7,0.05,11.0,5.0,-1.07
181,64.02,76.17,128.44,2.39,11.15,5.6,5.45
182,62.23,65.39,123.99,-0.02,10.87,4.82,-1.1
183,62.66,79.33,125.21,-1.64,10.57,5.38,1.32
184,61.88,104.23,124.35,-1.79,12.43,5.02,3.23
185,61.05,71.7,121.19,-0.78,9.07,2.96,-2.26
186,60.26,65.09,118.68,-1.15,9.47,4.45,-0.2
187,62.33,81.78,123.38,-0.08,9.12,4.6,-0.61
188,62.36,85.7,126.35,0.73,7.38,4.68,-0.22
