,0,1,2,3,6,4,5,9,7,8,10,11,12
0,89.74,63.14,125.48,5.04,315.53,11.87,145.79,278.46,8204.01,35.83,209389.0,43843754394.87,209948.83
1,88.07,55.83,111.51,0.8,299.33,13.65,191.66,298.2,7957.03,28.74,206986.35,42843348336.19,207582.45
2,90.53,48.14,96.95,3.92,285.71,9.88,105.33,200.02,8301.56,33.96,147737.15,21826266506.18,148136.86
3,89.03,66.04,131.14,3.4,320.18,12.96,171.71,303.59,8107.49,36.63,228227.2,52087655859.67,228834.64
4,86.65,51.1,101.01,4.03,284.73,12.0,148.93,261.21,7661.06,30.47,174928.43,30599954831.04,175451.05
5,89.45,57.73,116.2,4.19,306.23,15.12,233.67,349.15,8243.91,36.08,245788.38,60411926544.71,246486.92
6,87.08,66.79,133.85,4.38,319.05,11.14,129.59,264.14,7714.88,34.72,205036.67,42040035293.11,205564.68
7,87.58,62.41,123.27,5.77,310.4,10.57,117.47,248.93,7793.07,29.05,189212.03,35801192647.43,189708.46
8,85.45,78.99,159.24,3.57,342.35,10.41,113.37,269.25,7420.83,36.51,230061.26,52928182069.79,230600.38
9,89.72,52.09,103.52,2.5,294.63,10.35,111.0,214.77,8166.67,31.38,160085.63,25627409632.54,160515.82
10,87.9,63.29,126.67,4.39,314.07,12.61,164.51,292.64,7894.57,31.51,216236.39,46758177295.44,216824.63
11,88.17,69.74,137.94,3.66,327.24,14.42,211.55,357.98,7987.29,36.6,270375.86,73103104983.13,271091.0
12,88.62,61.78,124.23,3.63,310.09,9.62,97.83,222.24,7954.46,29.78,177019.75,31335993071.0,177464.47
13,87.83,72.27,146.5,2.4,335.1,13.37,183.21,326.54,7900.41,38.35,256334.42,65707334280.21,256989.19
14,86.81,54.81,109.87,6.28,292.73,11.69,141.79,253.99,7683.42,33.6,177747.06,31594018200.17,178254.69
15,88.11,69.06,140.7,4.61,328.19,13.04,176.25,318.71,7942.77,35.2,245107.78,60077822409.98,245743.43
16,88.37,60.22,121.74,1.42,307.57,8.2,72.53,188.69,7882.85,23.19,160911.18,25892406899.75,161288.22
17,90.0,42.37,86.16,2.21,273.69,9.47,93.0,178.57,8199.59,28.96,130702.09,17083036760.78,131060.95
18,86.72,56.91,114.17,4.65,296.27,9.93,102.15,220.18,7632.83,34.43,164666.79,27115152663.77,165106.26
19,86.99,79.94,159.85,2.74,345.74,11.99,148.0,308.99,7721.47,29.79,256167.36,65621717778.42,256787.63
20,88.6,67.03,135.17,2.79,323.93,8.08,67.7,205.43,7923.23,36.79,181379.69,32898591062.21,181790.16
21,87.84,57.71,115.65,2.24,301.82,12.15,153.17,267.99,7875.47,29.7,192153.85,36923102050.37,192690.99
22,88.61,72.84,145.88,3.0,336.76,13.19,178.23,323.85,8038.05,32.05,255792.45,65429776528.02,256438.32
23,89.52,47.96,96.7,1.92,283.38,10.76,118.96,218.05,8137.97,33.13,153576.35,23585696765.6,154010.49
24,88.01,87.08,174.66,6.07,364.19,16.87,288.74,470.23,8042.87,38.78,400512.08,160409930635.06,401452.77
25,87.78,77.95,157.37,8.29,343.7,13.8,195.52,363.92,7907.27,36.61,291302.42,84857098126.53,292029.37
26,88.21,68.14,137.37,7.11,325.01,12.8,166.0,314.92,7957.03,30.89,239727.92,57469476515.17,240357.73
27,88.01,71.3,143.52,6.81,331.72,14.88,226.73,379.48,7978.15,35.73,290745.35,84532859299.64,291501.6
28,88.21,64.26,128.69,3.68,314.87,15.14,231.37,367.66,8024.33,34.35,267059.97,71321026919.78,267794.78
29,88.77,40.85,80.14,2.27,269.27,7.33,58.15,140.18,7944.13,27.91,114552.55,13122287085.41,114833.49
30,88.86,44.01,86.56,4.54,274.46,5.88,41.44,132.37,7942.93,30.55,116312.92,13528695341.81,116578.75
31,89.1,65.74,130.59,3.28,322.68,10.59,117.87,248.68,8057.59,32.36,199263.86,39706085460.01,199761.76
32,87.95,45.11,90.83,2.95,277.19,8.81,80.07,172.71,7821.94,29.44,130652.23,17070006294.32,130996.12
33,87.72,71.25,143.88,4.33,326.45,11.83,146.96,293.02,7843.48,31.31,228955.1,52420439217.48,229543.51
34,87.01,57.43,115.19,2.52,300.33,13.52,186.9,301.44,7762.36,31.81,209969.99,44087395385.93,210575.37
35,88.21,59.47,120.22,4.46,304.19,11.86,145.64,270.26,7929.7,35.36,196012.31,38420827501.04,196553.69
36,88.22,67.03,133.49,2.91,323.6,13.89,198.19,330.49,7983.61,30.05,247863.48,61436303270.45,248523.66
37,87.27,79.56,157.77,3.62,346.36,12.35,157.06,321.69,7779.69,36.99,264057.39,69726306589.48,264700.02
38,87.96,79.48,160.75,3.7,348.08,11.32,132.58,295.53,7873.91,34.63,250243.22,62621667612.95,250835.29
39,88.36,80.46,161.37,4.76,347.44,10.1,105.62,276.41,7917.65,37.98,239158.45,57196766677.41,239709.2
40,87.33,71.39,142.41,6.65,327.79,12.31,157.46,310.46,7785.01,32.36,239822.07,57514625461.36,240445.31
41,87.95,58.08,116.65,5.6,304.39,12.9,170.82,295.48,7915.43,37.11,209516.01,43896957229.76,210106.17
42,87.97,63.18,128.16,4.14,314.67,10.81,123.42,252.15,7863.73,30.76,194876.83,37976979898.27,195379.87
43,87.4,72.31,144.06,2.41,332.52,10.57,116.51,262.67,7762.8,31.0,215984.5,46649302660.72,216509.84
44,89.59,64.77,129.21,3.78,321.6,13.51,187.66,315.92,8220.88,35.61,236502.82,55933584482.59,237135.6
45,86.74,63.78,128.49,3.43,311.29,11.6,139.37,268.3,7668.28,27.45,200857.5,40343735036.23,201393.02
46,89.93,71.72,144.56,4.84,335.34,16.2,269.97,419.94,8358.35,35.27,326559.99,106641427407.38,327399.57
47,89.22,71.16,142.32,1.78,333.97,12.08,152.45,290.48,8120.21,34.81,232552.88,54080840958.51,233135.67
48,87.85,54.96,110.41,3.95,296.96,10.55,115.71,229.2,7833.59,31.63,168685.62,28454837020.18,169143.46
49,88.19,56.35,111.85,5.58,300.31,11.73,142.16,257.88,7923.91,29.4,185167.62,34287048586.5,185682.37
50,86.49,73.0,145.14,5.69,331.73,12.98,177.04,328.04,7659.93,36.23,254184.58,64609801937.77,254839.13
51,89.06,73.97,147.61,4.66,335.92,13.15,177.55,331.63,8116.97,31.61,260988.41,68114952930.72,261653.1
52,88.62,48.87,96.69,3.18,284.41,6.07,40.45,138.35,7898.22,25.61,125273.46,15693439835.33,125548.29
53,88.24,66.01,132.8,4.01,317.87,14.12,203.24,340.71,7996.69,36.94,250883.6,62942579558.54,251563.98
54,85.53,57.88,116.13,4.57,297.35,9.12,88.66,207.66,7409.29,39.46,159959.26,25586963491.03,160375.88
55,88.38,63.66,126.84,4.67,316.65,15.35,240.19,374.27,8059.23,32.88,272676.9,74352691687.32,273427.54
56,87.59,64.9,129.24,3.57,311.83,10.09,105.28,236.79,7780.71,34.04,185699.41,34484272391.51,186171.16
57,87.8,79.91,159.43,4.44,349.23,9.69,98.96,259.38,7812.99,31.99,230442.91,53103934677.25,230962.13
58,87.64,74.65,150.17,3.69,335.07,14.87,226.2,378.3,7913.63,30.26,293912.44,86384520597.27,294669.68
59,87.78,72.91,145.09,6.62,333.4,15.74,253.2,408.3,7963.72,30.38,314998.01,99223746925.39,315815.08
60,87.24,44.23,87.83,4.88,273.44,10.75,119.61,218.81,7738.71,28.22,145925.1,21294136176.43,146366.65
61,88.08,54.87,110.09,3.61,297.07,8.97,83.58,197.41,7848.2,30.2,155149.89,24071488864.39,155545.15
62,88.31,80.75,161.05,4.22,351.15,14.12,207.22,362.78,8007.81,34.22,297027.95,88225605949.99,297754.9
63,87.67,60.42,121.95,4.96,307.65,13.64,191.19,317.08,7882.98,29.39,225947.54,51052290133.85,226580.36
64,86.21,56.75,113.6,4.2,295.05,9.37,89.81,207.78,7526.74,29.99,158299.84,25058839567.55,158714.97
65,86.08,61.28,123.36,2.55,307.96,11.48,138.15,258.78,7552.93,32.38,192256.61,36962604845.64,192773.27
66,87.16,55.22,110.23,3.58,294.94,7.63,64.12,174.71,7663.28,29.36,145108.8,21056563060.86,145461.03
